date,day,day_of_week,day_name,week,month,month_name,quarter,year,product_id,asin,sku,product_name,category,selling_price,unit_cost,campaign_id,campaign_name,campaign_type,targeting_type,daily_budget,campaign_start_date,campaign_end_date,ad_group_id,ad_group_name,target_id,target_type,target_value,match_type,default_bid,impressions,clicks,spend,orders,units_sold,attributed_sales,cogs,gross_profit_before_ads,ad_profit
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P003,B0NXL00003,NXL-KIT-003,Insulated Travel Mug,Kitchen,34.90,14.00,C003,SP - Travel Mug - AUTO,Sponsored Products,AUTO,16.00,2025-10-01,,AG003,Travel Mug - Auto,T011,AUTO,substitutes,,0.75,97,1,0.82,0,0,0.00,0.00,0.00,-0.82
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P003,B0NXL00003,NXL-KIT-003,Insulated Travel Mug,Kitchen,34.90,14.00,C003,SP - Travel Mug - AUTO,Sponsored Products,AUTO,16.00,2025-10-01,,AG003,Travel Mug - Auto,T012,AUTO,complements,,0.50,71,0,0.00,0,0,0.00,0.00,0.00,0.00
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P004,B0NXL00004,NXL-KIT-004,Glass Food Container Set,Kitchen,39.90,18.50,C004,SP - Food Containers - AUTO,Sponsored Products,AUTO,14.00,2025-10-01,,AG004,Food Containers - Auto,T013,AUTO,close_match,,0.60,110,5,3.00,0,0,0.00,0.00,0.00,-3.00
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P004,B0NXL00004,NXL-KIT-004,Glass Food Container Set,Kitchen,39.90,18.50,C004,SP - Food Containers - AUTO,Sponsored Products,AUTO,14.00,2025-10-01,,AG004,Food Containers - Auto,T014,AUTO,loose_match,,0.45,169,3,1.35,2,3,119.70,55.50,64.20,62.85
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P004,B0NXL00004,NXL-KIT-004,Glass Food Container Set,Kitchen,39.90,18.50,C004,SP - Food Containers - AUTO,Sponsored Products,AUTO,14.00,2025-10-01,,AG004,Food Containers - Auto,T015,AUTO,substitutes,,0.50,114,5,2.80,0,0,0.00,0.00,0.00,-2.80
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P004,B0NXL00004,NXL-KIT-004,Glass Food Container Set,Kitchen,39.90,18.50,C004,SP - Food Containers - AUTO,Sponsored Products,AUTO,14.00,2025-10-01,,AG004,Food Containers - Auto,T016,AUTO,complements,,0.35,65,2,0.68,1,1,39.90,18.50,21.40,20.72
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P005,B0NXL00005,NXL-HOM-001,LED Desk Lamp,Home,44.90,20.00,C005,SP - Desk Lamp - AUTO,Sponsored Products,AUTO,15.00,2025-10-01,,AG005,Desk Lamp - Auto,T017,AUTO,close_match,,0.75,144,5,4.00,1,1,44.90,20.00,24.90,20.90
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P005,B0NXL00005,NXL-HOM-001,LED Desk Lamp,Home,44.90,20.00,C005,SP - Desk Lamp - AUTO,Sponsored Products,AUTO,15.00,2025-10-01,,AG005,Desk Lamp - Auto,T018,AUTO,loose_match,,0.60,177,2,1.22,0,0,0.00,0.00,0.00,-1.22
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P005,B0NXL00005,NXL-HOM-001,LED Desk Lamp,Home,44.90,20.00,C005,SP - Desk Lamp - AUTO,Sponsored Products,AUTO,15.00,2025-10-01,,AG005,Desk Lamp - Auto,T019,AUTO,substitutes,,0.65,130,4,2.84,0,0,0.00,0.00,0.00,-2.84
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P005,B0NXL00005,NXL-HOM-001,LED Desk Lamp,Home,44.90,20.00,C005,SP - Desk Lamp - AUTO,Sponsored Products,AUTO,15.00,2025-10-01,,AG005,Desk Lamp - Auto,T020,AUTO,complements,,0.45,98,0,0.00,0,0,0.00,0.00,0.00,0.00
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P006,B0NXL00006,NXL-HOM-002,Essential Oil Diffuser,Home,36.90,15.00,C006,SP - Oil Diffuser - AUTO,Sponsored Products,AUTO,14.00,2025-10-01,,AG006,Oil Diffuser - Auto,T021,AUTO,close_match,,0.70,101,8,6.40,1,1,36.90,15.00,21.90,15.50
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P006,B0NXL00006,NXL-HOM-002,Essential Oil Diffuser,Home,36.90,15.00,C006,SP - Oil Diffuser - AUTO,Sponsored Products,AUTO,14.00,2025-10-01,,AG006,Oil Diffuser - Auto,T022,AUTO,loose_match,,0.55,132,2,1.10,0,0,0.00,0.00,0.00,-1.10
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P006,B0NXL00006,NXL-HOM-002,Essential Oil Diffuser,Home,36.90,15.00,C006,SP - Oil Diffuser - AUTO,Sponsored Products,AUTO,14.00,2025-10-01,,AG006,Oil Diffuser - Auto,T023,AUTO,substitutes,,0.60,79,1,0.64,0,0,0.00,0.00,0.00,-0.64
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P006,B0NXL00006,NXL-HOM-002,Essential Oil Diffuser,Home,36.90,15.00,C006,SP - Oil Diffuser - AUTO,Sponsored Products,AUTO,14.00,2025-10-01,,AG006,Oil Diffuser - Auto,T024,AUTO,complements,,0.40,50,1,0.40,0,0,0.00,0.00,0.00,-0.40
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P007,B0NXL00007,NXL-HOM-003,Storage Organizer Set,Home,27.90,10.50,C007,SP - Storage Organizer - AUTO,Sponsored Products,AUTO,18.00,2025-10-01,,AG007,Storage Organizer - Auto,T025,AUTO,close_match,,0.60,137,4,2.28,0,0,0.00,0.00,0.00,-2.28
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P007,B0NXL00007,NXL-HOM-003,Storage Organizer Set,Home,27.90,10.50,C007,SP - Storage Organizer - AUTO,Sponsored Products,AUTO,18.00,2025-10-01,,AG007,Storage Organizer - Auto,T026,AUTO,loose_match,,0.45,191,5,2.30,0,0,0.00,0.00,0.00,-2.30
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P007,B0NXL00007,NXL-HOM-003,Storage Organizer Set,Home,27.90,10.50,C007,SP - Storage Organizer - AUTO,Sponsored Products,AUTO,18.00,2025-10-01,,AG007,Storage Organizer - Auto,T027,AUTO,substitutes,,0.50,106,6,2.58,1,1,27.90,10.50,17.40,14.82
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P007,B0NXL00007,NXL-HOM-003,Storage Organizer Set,Home,27.90,10.50,C007,SP - Storage Organizer - AUTO,Sponsored Products,AUTO,18.00,2025-10-01,,AG007,Storage Organizer - Auto,T028,AUTO,complements,,0.35,70,1,0.32,0,0,0.00,0.00,0.00,-0.32
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P008,B0NXL00008,NXL-HOM-004,Digital Alarm Clock,Home,32.90,13.50,C008,SP - Alarm Clock - AUTO,Sponsored Products,AUTO,9.00,2025-10-01,,AG008,Alarm Clock - Auto,T029,AUTO,close_match,,0.50,83,2,0.98,0,0,0.00,0.00,0.00,-0.98
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P008,B0NXL00008,NXL-HOM-004,Digital Alarm Clock,Home,32.90,13.50,C008,SP - Alarm Clock - AUTO,Sponsored Products,AUTO,9.00,2025-10-01,,AG008,Alarm Clock - Auto,T030,AUTO,loose_match,,0.40,116,5,1.85,0,0,0.00,0.00,0.00,-1.85
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P008,B0NXL00008,NXL-HOM-004,Digital Alarm Clock,Home,32.90,13.50,C008,SP - Alarm Clock - AUTO,Sponsored Products,AUTO,9.00,2025-10-01,,AG008,Alarm Clock - Auto,T031,AUTO,substitutes,,0.45,65,1,0.43,1,1,32.90,13.50,19.40,18.97
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P008,B0NXL00008,NXL-HOM-004,Digital Alarm Clock,Home,32.90,13.50,C008,SP - Alarm Clock - AUTO,Sponsored Products,AUTO,9.00,2025-10-01,,AG008,Alarm Clock - Auto,T032,AUTO,complements,,0.30,51,1,0.26,0,0,0.00,0.00,0.00,-0.26
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P009,B0NXL00009,NXL-LIF-001,Stainless Steel Water Bottle,Lifestyle,26.90,9.50,C009,SP - Water Bottle - AUTO,Sponsored Products,AUTO,26.00,2025-10-01,,AG009,Water Bottle - Auto,T033,AUTO,close_match,,1.05,128,6,7.26,1,1,26.90,9.50,17.40,10.14
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P009,B0NXL00009,NXL-LIF-001,Stainless Steel Water Bottle,Lifestyle,26.90,9.50,C009,SP - Water Bottle - AUTO,Sponsored Products,AUTO,26.00,2025-10-01,,AG009,Water Bottle - Auto,T034,AUTO,loose_match,,0.85,174,3,2.94,0,0,0.00,0.00,0.00,-2.94
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P009,B0NXL00009,NXL-LIF-001,Stainless Steel Water Bottle,Lifestyle,26.90,9.50,C009,SP - Water Bottle - AUTO,Sponsored Products,AUTO,26.00,2025-10-01,,AG009,Water Bottle - Auto,T035,AUTO,substitutes,,0.95,114,3,3.27,1,1,26.90,9.50,17.40,14.13
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P009,B0NXL00009,NXL-LIF-001,Stainless Steel Water Bottle,Lifestyle,26.90,9.50,C009,SP - Water Bottle - AUTO,Sponsored Products,AUTO,26.00,2025-10-01,,AG009,Water Bottle - Auto,T036,AUTO,complements,,0.65,66,0,0.00,0,0,0.00,0.00,0.00,0.00
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P010,B0NXL00010,NXL-LIF-002,Laptop Stand,Lifestyle,42.90,17.00,C010,SP - Laptop Stand - AUTO,Sponsored Products,AUTO,17.00,2025-10-01,,AG010,Laptop Stand - Auto,T037,AUTO,close_match,,0.80,103,2,1.54,0,0,0.00,0.00,0.00,-1.54
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P010,B0NXL00010,NXL-LIF-002,Laptop Stand,Lifestyle,42.90,17.00,C010,SP - Laptop Stand - AUTO,Sponsored Products,AUTO,17.00,2025-10-01,,AG010,Laptop Stand - Auto,T038,AUTO,loose_match,,0.65,165,2,1.40,0,0,0.00,0.00,0.00,-1.40
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P010,B0NXL00010,NXL-LIF-002,Laptop Stand,Lifestyle,42.90,17.00,C010,SP - Laptop Stand - AUTO,Sponsored Products,AUTO,17.00,2025-10-01,,AG010,Laptop Stand - Auto,T039,AUTO,substitutes,,0.70,98,2,1.58,1,1,42.90,17.00,25.90,24.32
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P010,B0NXL00010,NXL-LIF-002,Laptop Stand,Lifestyle,42.90,17.00,C010,SP - Laptop Stand - AUTO,Sponsored Products,AUTO,17.00,2025-10-01,,AG010,Laptop Stand - Auto,T040,AUTO,complements,,0.50,75,1,0.55,0,0,0.00,0.00,0.00,-0.55
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P011,B0NXL00011,NXL-LIF-003,Resistance Bands Set,Lifestyle,22.90,7.50,C011,SP - Resistance Bands - AUTO,Sponsored Products,AUTO,20.00,2025-10-01,,AG011,Resistance Bands - Auto,T041,AUTO,close_match,,0.95,124,7,7.63,1,1,22.90,7.50,15.40,7.77
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P011,B0NXL00011,NXL-LIF-003,Resistance Bands Set,Lifestyle,22.90,7.50,C011,SP - Resistance Bands - AUTO,Sponsored Products,AUTO,20.00,2025-10-01,,AG011,Resistance Bands - Auto,T042,AUTO,loose_match,,0.80,168,5,4.60,1,1,22.90,7.50,15.40,10.80
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P011,B0NXL00011,NXL-LIF-003,Resistance Bands Set,Lifestyle,22.90,7.50,C011,SP - Resistance Bands - AUTO,Sponsored Products,AUTO,20.00,2025-10-01,,AG011,Resistance Bands - Auto,T043,AUTO,substitutes,,0.85,116,2,1.96,0,0,0.00,0.00,0.00,-1.96
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P011,B0NXL00011,NXL-LIF-003,Resistance Bands Set,Lifestyle,22.90,7.50,C011,SP - Resistance Bands - AUTO,Sponsored Products,AUTO,20.00,2025-10-01,,AG011,Resistance Bands - Auto,T044,AUTO,complements,,0.60,82,0,0.00,0,0,0.00,0.00,0.00,0.00
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P012,B0NXL00012,NXL-LIF-004,Travel Organizer Set,Lifestyle,31.90,12.50,C012,SP - Travel Organizer - AUTO,Sponsored Products,AUTO,12.00,2025-10-01,,AG012,Travel Organizer - Auto,T045,AUTO,close_match,,0.65,56,2,1.50,0,0,0.00,0.00,0.00,-1.50
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P012,B0NXL00012,NXL-LIF-004,Travel Organizer Set,Lifestyle,31.90,12.50,C012,SP - Travel Organizer - AUTO,Sponsored Products,AUTO,12.00,2025-10-01,,AG012,Travel Organizer - Auto,T046,AUTO,loose_match,,0.50,109,2,0.96,0,0,0.00,0.00,0.00,-0.96
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P012,B0NXL00012,NXL-LIF-004,Travel Organizer Set,Lifestyle,31.90,12.50,C012,SP - Travel Organizer - AUTO,Sponsored Products,AUTO,12.00,2025-10-01,,AG012,Travel Organizer - Auto,T047,AUTO,substitutes,,0.55,64,2,1.02,0,0,0.00,0.00,0.00,-1.02
2025-10-01,1,3,Wednesday,40,10,October,4,2025,P012,B0NXL00012,NXL-LIF-004,Travel Organizer Set,Lifestyle,31.90,12.50,C012,SP - Travel Organizer - AUTO,Sponsored Products,AUTO,12.00,2025-10-01,,AG012,Travel Organizer - Auto,T048,AUTO,complements,,0.40,49,2,0.84,0,0,0.00,0.00,0.00,-0.84
2025-10-02,2,4,Thursday,40,10,October,4,2025,P001,B0NXL00001,NXL-KIT-001,Electric Milk Frother,Kitchen,29.90,11.50,C001,SP - Milk Frother - AUTO,Sponsored Products,AUTO,18.00,2025-10-01,,AG001,Milk Frother - Auto,T001,AUTO,close_match,,0.75,144,13,10.14,3,3,89.70,34.50,55.20,45.06
2025-10-02,2,4,Thursday,40,10,October,4,2025,P001,B0NXL00001,NXL-KIT-001,Electric Milk Frother,Kitchen,29.90,11.50,C001,SP - Milk Frother - AUTO,Sponsored Products,AUTO,18.00,2025-10-01,,AG001,Milk Frother - Auto,T002,AUTO,loose_match,,0.60,222,2,1.26,0,0,0.00,0.00,0.00,-1.26
2025-10-02,2,4,Thursday,40,10,October,4,2025,P001,B0NXL00001,NXL-KIT-001,Electric Milk Frother,Kitchen,29.90,11.50,C001,SP - Milk Frother - AUTO,Sponsored Products,AUTO,18.00,2025-10-01,,AG001,Milk Frother - Auto,T003,AUTO,substitutes,,0.65,130,6,4.32,0,0,0.00,0.00,0.00,-4.32
2025-10-02,2,4,Thursday,40,10,October,4,2025,P001,B0NXL00001,NXL-KIT-001,Electric Milk Frother,Kitchen,29.90,11.50,C001,SP - Milk Frother - AUTO,Sponsored Products,AUTO,18.00,2025-10-01,,AG001,Milk Frother - Auto,T004,AUTO,complements,,0.45,86,0,0.00,0,0,0.00,0.00,0.00,0.00
2025-10-02,2,4,Thursday,40,10,October,4,2025,P002,B0NXL00002,NXL-KIT-002,Digital Kitchen Scale,Kitchen,24.90,8.50,C002,SP - Kitchen Scale - AUTO,Sponsored Products,AUTO,22.00,2025-10-01,,AG002,Kitchen Scale - Auto,T005,AUTO,close_match,,0.80,160,5,4.60,0,0,0.00,0.00,0.00,-4.60
2025-10-02,2,4,Thursday,40,10,October,4,2025,P002,B0NXL00002,NXL-KIT-002,Digital Kitchen Scale,Kitchen,24.90,8.50,C002,SP - Kitchen Scale - AUTO,Sponsored Products,AUTO,22.00,2025-10-01,,AG002,Kitchen Scale - Auto,T006,AUTO,loose_match,,0.65,190,2,1.50,0,0,0.00,0.00,0.00,-1.50
2025-10-02,2,4,Thursday,40,10,October,4,2025,P002,B0NXL00002,NXL-KIT-002,Digital Kitchen Scale,Kitchen,24.90,8.50,C002,SP - Kitchen Scale - AUTO,Sponsored Products,AUTO,22.00,2025-10-01,,AG002,Kitchen Scale - Auto,T007,AUTO,substitutes,,0.70,156,5,3.50,1,1,24.90,8.50,16.40,12.90
2025-10-02,2,4,Thursday,40,10,October,4,2025,P002,B0NXL00002,NXL-KIT-002,Digital Kitchen Scale,Kitchen,24.90,8.50,C002,SP - Kitchen Scale - AUTO,Sponsored Products,AUTO,22.00,2025-10-01,,AG002,Kitchen Scale - Auto,T008,AUTO,complements,,0.50,108,0,0.00,0,0,0.00,0.00,0.00,0.00
2025-10-02,2,4,Thursday,40,10,October,4,2025,P003,B0NXL00003,NXL-KIT-003,Insulated Travel Mug,Kitchen,34.90,14.00,C003,SP - Travel Mug - AUTO,Sponsored Products,AUTO,16.00,2025-10-01,,AG003,Travel Mug - Auto,T009,AUTO,close_match,,0.85,115,4,3.92,1,1,34.90,14.00,20.90,16.98
2025-10-02,2,4,Thursday,40,10,October,4,2025,P003,B0NXL00003,NXL-KIT-003,Insulated Travel Mug,Kitchen,34.90,14.00,C003,SP - Travel Mug - AUTO,Sponsored Products,AUTO,16.00,2025-10-01,,AG003,Travel Mug - Auto,T010,AUTO,loose_match,,0.70,123,0,0.00,0,0,0.00,0.00,0.00,0.00
2025-10-02,2,4,Thursday,40,10,October,4,2025,P003,B0NXL00003,NXL-KIT-003,Insulated Travel Mug,Kitchen,34.90,14.00,C003,SP - Travel Mug - AUTO,Sponsored Products,AUTO,16.00,2025-10-01,,AG003,Travel Mug - Auto,T011,AUTO,substitutes,,0.75,81,3,2.34,2,2,69.80,28.00,41.80,39.46
2025-10-02,2,4,Thursday,40,10,October,4,2025,P003,B0NXL00003,NXL-KIT-003,Insulated Travel Mug,Kitchen,34.90,14.00,C003,SP - Travel Mug - AUTO,Sponsored Products,AUTO,16.00,2025-10-01,,AG003,Travel Mug - Auto,T012,AUTO,complements,,0.50,76,1,0.53,0,0,0.00,0.00,0.00,-0.53
2025-10-02,2,4,Thursday,40,10,October,4,2025,P004,B0NXL00004,NXL-KIT-004,Glass Food Container Set,Kitchen,39.90,18.50,C004,SP - Food Containers - AUTO,Sponsored Products,AUTO,14.00,2025-10-01,,AG004,Food Containers - Auto,T013,AUTO,close_match,,0.60,98,7,4.20,2,2,79.80,37.00,42.80,38.60
2025-10-02,2,4,Thursday,40,10,October,4,2025,P004,B0NXL00004,NXL-KIT-004,Glass Food Container Set,Kitchen,39.90,18.50,C004,SP - Food Containers - AUTO,Sponsored Products,AUTO,14.00,2025-10-01,,AG004,Food Containers - Auto,T014,AUTO,loose_match,,0.45,161,3,1.35,1,1,39.90,18.50,21.40,20.05
2025-10-02,2,4,Thursday,40,10,October,4,2025,P004,B0NXL00004,NXL-KIT-004,Glass Food Container Set,Kitchen,39.90,18.50,C004,SP - Food Containers - AUTO,Sponsored Products,AUTO,14.00,2025-10-01,,AG004,Food Containers - Auto,T015,AUTO,substitutes,,0.50,131,3,1.38,0,0,0.00,0.00,0.00,-1.38
2025-10-02,2,4,Thursday,40,10,October,4,2025,P004,B0NXL00004,NXL-KIT-004,Glass Food Container Set,Kitchen,39.90,18.50,C004,SP - Food Containers - AUTO,Sponsored Products,AUTO,14.00,2025-10-01,,AG004,Food Containers - Auto,T016,AUTO,complements,,0.35,94,1,0.36,0,0,0.00,0.00,0.00,-0.36
2025-10-02,2,4,Thursday,40,10,October,4,2025,P005,B0NXL00005,NXL-HOM-001,LED Desk Lamp,Home,44.90,20.00,C005,SP - Desk Lamp - AUTO,Sponsored Products,AUTO,15.00,2025-10-01,,AG005,Desk Lamp - Auto,T017,AUTO,close_match,,0.75,154,7,5.46,0,0,0.00,0.00,0.00,-5.46
2025-10-02,2,4,Thursday,40,10,October,4,2025,P005,B0NXL00005,NXL-HOM-001,LED Desk Lamp,Home,44.90,20.00,C005,SP - Desk Lamp - AUTO,Sponsored Products,AUTO,15.00,2025-10-01,,AG005,Desk Lamp - Auto,T018,AUTO,loose_match,,0.60,176,4,2.76,0,0,0.00,0.00,0.00,-2.76
2025-10-02,2,4,Thursday,40,10,October,4,2025,P005,B0NXL00005,NXL-HOM-001,LED Desk Lamp,Home,44.90,20.00,C005,SP - Desk Lamp - AUTO,Sponsored Products,AUTO,15.00,2025-10-01,,AG005,Desk Lamp - Auto,T019,AUTO,substitutes,,0.65,140,8,6.00,1,1,44.90,20.00,24.90,18.90
2025-10-02,2,4,Thursday,40,10,October,4,2025,P005,B0NXL00005,NXL-HOM-001,LED Desk Lamp,Home,44.90,20.00,C005,SP - Desk Lamp - AUTO,Sponsored Products,AUTO,15.00,2025-10-01,,AG005,Desk Lamp - Auto,T020,AUTO,complements,,0.45,88,0,0.00,0,0,0.00,0.00,0.00,0.00
2025-10-02,2,4,Thursday,40,10,October,4,2025,P006,B0NXL00006,NXL-HOM-002,Essential Oil Diffuser,Home,36.90,15.00,C006,SP - Oil Diffuser - AUTO,Sponsored Products,AUTO,14.00,2025-10-01,,AG006,Oil Diffuser - Auto,T021,AUTO,close_match,,0.70,87,2,1.60,0,0,0.00,0.00,0.00,-1.60
2025-10-02,2,4,Thursday,40,10,October,4,2025,P006,B0NXL00006,NXL-HOM-002,Essential Oil Diffuser,Home,36.90,15.00,C006,SP - Oil Diffuser - AUTO,Sponsored Products,AUTO,14.00,2025-10-01,,AG006,Oil Diffuser - Auto,T022,AUTO,loose_match,,0.55,108,1,0.56,0,0,0.00,0.00,0.00,-0.56
2025-10-02,2,4,Thursday,40,10,October,4,2025,P006,B0NXL00006,NXL-HOM-002,Essential Oil Diffuser,Home,36.90,15.00,C006,SP - Oil Diffuser - AUTO,Sponsored Products,AUTO,14.00,2025-10-01,,AG006,Oil Diffuser - Auto,T023,AUTO,substitutes,,0.60,79,1,0.65,0,0,0.00,0.00,0.00,-0.65
2025-10-02,2,4,Thursday,40,10,October,4,2025,P006,B0NXL00006,NXL-HOM-002,Essential Oil Diffuser,Home,36.90,15.00,C006,SP - Oil Diffuser - AUTO,Sponsored Products,AUTO,14.00,2025-10-01,,AG006,Oil Diffuser - Auto,T024,AUTO,complements,,0.40,72,1,0.45,0,0,0.00,0.00,0.00,-0.45
2025-10-02,2,4,Thursday,40,10,October,4,2025,P007,B0NXL00007,NXL-HOM-003,Storage Organizer Set,Home,27.90,10.50,C007,SP - Storage Organizer - AUTO,Sponsored Products,AUTO,18.00,2025-10-01,,AG007,Storage Organizer - Auto,T025,AUTO,close_match,,0.60,138,4,2.56,1,1,27.90,10.50,17.40,14.84
2025-10-02,2,4,Thursday,40,10,October,4,2025,P007,B0NXL00007,NXL-HOM-003,Storage Organizer Set,Home,27.90,10.50,C007,SP - Storage Organizer - AUTO,Sponsored Products,AUTO,18.00,2025-10-01,,AG007,Storage Organizer - Auto,T026,AUTO,loose_match,,0.45,124,1,0.44,0,0,0.00,0.00,0.00,-0.44
2025-10-02,2,4,Thursday,40,10,October,4,2025,P007,B0NXL00007,NXL-HOM-003,Storage Organizer Set,Home,27.90,10.50,C007,SP - Storage Organizer - AUTO,Sponsored Products,AUTO,18.00,2025-10-01,,AG007,Storage Organizer - Auto,T027,AUTO,substitutes,,0.50,117,1,0.50,0,0,0.00,0.00,0.00,-0.50
2025-10-02,2,4,Thursday,40,10,October,4,2025,P007,B0NXL00007,NXL-HOM-003,Storage Organizer Set,Home,27.90,10.50,C007,SP - Storage Organizer - AUTO,Sponsored Products,AUTO,18.00,2025-10-01,,AG007,Storage Organizer - Auto,T028,AUTO,complements,,0.35,65,1,0.35,1,2,55.80,21.00,34.80,34.45
